Subject,Country,Year,CPI
CPI: 11 - Restaurants and hotels,Germany,2022,123.2884
CPI: 10 - Education,Luxembourg,2015,100.0
CPI: 10 - Education,Luxembourg,2016,102.2267
CPI: 10 - Education,Luxembourg,2017,104.305
CPI: 10 - Education,Luxembourg,2018,108.5567
CPI: 10 - Education,Luxembourg,2019,115.2933
CPI: 10 - Education,Luxembourg,2020,117.21
CPI: 10 - Education,Luxembourg,2021,119.8467
CPI: 10 - Education,Luxembourg,2022,120.76
CPI: 12 - Miscellaneous goods and services,Korea,2015,100.0
CPI: 12 - Miscellaneous goods and services,Korea,2016,103.4415
CPI: 12 - Miscellaneous goods and services,Korea,2017,106.3091
CPI: 12 - Miscellaneous goods and services,Korea,2018,106.9365
CPI: 12 - Miscellaneous goods and services,Korea,2019,108.6523
CPI: 12 - Miscellaneous goods and services,Korea,2020,110.7773
CPI: 12 - Miscellaneous goods and services,Korea,2021,112.9966
CPI: 12 - Miscellaneous goods and services,Korea,2022,119.9377
CPI: 12 - Miscellaneous goods and services,United Kingdom,2015,100.0
CPI: 12 - Miscellaneous goods and services,United Kingdom,2016,101.1
CPI: 12 - Miscellaneous goods and services,United Kingdom,2017,102.5
CPI: 12 - Miscellaneous goods and services,United Kingdom,2018,102.4
CPI: 12 - Miscellaneous goods and services,United Kingdom,2019,103.7
CPI: 12 - Miscellaneous goods and services,United Kingdom,2020,105.1
CPI: 12 - Miscellaneous goods and services,United Kingdom,2021,106.1
CPI: 12 - Miscellaneous goods and services,United Kingdom,2022,110.0
CPI: 11 - Restaurants and hotels,France,2015,100.0
CPI: 11 - Restaurants and hotels,France,2016,101.6967
CPI: 11 - Restaurants and hotels,France,2017,103.3733
CPI: 11 - Restaurants and hotels,France,2018,105.5967
CPI: 11 - Restaurants and hotels,France,2019,107.0958
CPI: 11 - Restaurants and hotels,France,2020,108.04
CPI: 11 - Restaurants and hotels,France,2021,108.9525
CPI: 11 - Restaurants and hotels,France,2022,114.0233
CPI: 11 - Restaurants and hotels,Hungary,2015,100.0
CPI: 11 - Restaurants and hotels,Hungary,2016,102.7373
CPI: 11 - Restaurants and hotels,Hungary,2017,106.3264
CPI: 11 - Restaurants and hotels,Hungary,2018,111.1516
CPI: 11 - Restaurants and hotels,Hungary,2019,118.3507
CPI: 11 - Restaurants and hotels,Hungary,2020,125.5208
CPI: 11 - Restaurants and hotels,Hungary,2021,132.4363
CPI: 11 - Restaurants and hotels,Hungary,2022,157.2106
CPI: 12 - Miscellaneous goods and services,Colombia,2015,100.0
CPI: 12 - Miscellaneous goods and services,Colombia,2016,108.7936
CPI: 12 - Miscellaneous goods and services,Colombia,2017,115.1564
CPI: 12 - Miscellaneous goods and services,Colombia,2018,118.1859
CPI: 12 - Miscellaneous goods and services,Colombia,2019,121.2589
CPI: 12 - Miscellaneous goods and services,Colombia,2020,124.4081
CPI: 12 - Miscellaneous goods and services,Colombia,2021,128.1302
CPI: 12 - Miscellaneous goods and services,Colombia,2022,139.6743
CPI: 11 - Restaurants and hotels,Luxembourg,2015,99.99834
CPI: 11 - Restaurants and hotels,Luxembourg,2016,101.4092
CPI: 11 - Restaurants and hotels,Luxembourg,2017,103.275
CPI: 11 - Restaurants and hotels,Luxembourg,2018,105.7892
CPI: 11 - Restaurants and hotels,Luxembourg,2019,108.635
CPI: 11 - Restaurants and hotels,Luxembourg,2020,111.21
CPI: 11 - Restaurants and hotels,Luxembourg,2021,113.6483
CPI: 11 - Restaurants and hotels,Luxembourg,2022,119.5875
CPI: 12 - Miscellaneous goods and services,Ireland,2015,100.0
CPI: 12 - Miscellaneous goods and services,Ireland,2016,104.2522
CPI: 12 - Miscellaneous goods and services,Ireland,2017,104.4696
CPI: 12 - Miscellaneous goods and services,Ireland,2018,101.2783
CPI: 12 - Miscellaneous goods and services,Ireland,2019,101.2261
CPI: 12 - Miscellaneous goods and services,Ireland,2020,102.1652
CPI: 12 - Miscellaneous goods and services,Ireland,2021,102.2261
CPI: 12 - Miscellaneous goods and services,Ireland,2022,101.3826
CPI: 10 - Education,United Kingdom,2015,100.0
CPI: 10 - Education,United Kingdom,2016,104.7
CPI: 10 - Education,United Kingdom,2017,108.7
CPI: 10 - Education,United Kingdom,2018,111.8
CPI: 10 - Education,United Kingdom,2019,115.2
CPI: 10 - Education,United Kingdom,2020,118.2
CPI: 10 - Education,United Kingdom,2021,121.5
CPI: 10 - Education,United Kingdom,2022,126.5
CPI: 12 - Miscellaneous goods and services,Mexico,2015,100.0
CPI: 12 - Miscellaneous goods and services,Mexico,2016,103.3659
CPI: 12 - Miscellaneous goods and services,Mexico,2017,108.8488
CPI: 12 - Miscellaneous goods and services,Mexico,2018,113.6259
CPI: 12 - Miscellaneous goods and services,Mexico,2019,118.5484
CPI: 12 - Miscellaneous goods and services,Mexico,2020,123.1639
CPI: 12 - Miscellaneous goods and services,Mexico,2021,128.5844
CPI: 12 - Miscellaneous goods and services,Mexico,2022,139.6395
CPI: 10 - Education,Greece,2015,100.0
CPI: 10 - Education,Greece,2016,98.88519
CPI: 10 - Education,Greece,2017,98.80297
CPI: 10 - Education,Greece,2018,98.6667
CPI: 10 - Education,Greece,2019,98.25901
CPI: 10 - Education,Greece,2020,98.65936
CPI: 10 - Education,Greece,2021,98.96623
CPI: 10 - Education,Greece,2022,100.2494
CPI: 10 - Education,New Zealand,2015,100.0
CPI: 10 - Education,New Zealand,2016,102.7032
CPI: 10 - Education,New Zealand,2017,105.0285
CPI: 10 - Education,New Zealand,2018,99.50077
CPI: 10 - Education,New Zealand,2019,101.4693
CPI: 10 - Education,New Zealand,2020,102.3616
CPI: 10 - Education,New Zealand,2021,104.8813
CPI: 10 - Education,New Zealand,2022,107.611
CPI: 12 - Miscellaneous goods and services,Czech Republic,2015,100.0
CPI: 12 - Miscellaneous goods and services,Czech Republic,2016,101.025
CPI: 12 - Miscellaneous goods and services,Czech Republic,2017,102.2
CPI: 12 - Miscellaneous goods and services,Czech Republic,2018,105.1417
CPI: 12 - Miscellaneous goods and services,Czech Republic,2019,109.15
CPI: 12 - Miscellaneous goods and services,Czech Republic,2020,113.0
CPI: 12 - Miscellaneous goods and services,Czech Republic,2021,116.9417
CPI: 12 - Miscellaneous goods and services,Czech Republic,2022,128.775
CPI: 10 - Education,Finland,2015,99.99583
CPI: 10 - Education,Finland,2016,102.345
CPI: 10 - Education,Finland,2017,104.0042
CPI: 10 - Education,Finland,2018,105.53
CPI: 10 - Education,Finland,2019,106.9608
CPI: 10 - Education,Finland,2020,107.7025
CPI: 10 - Education,Finland,2021,108.95
CPI: 10 - Education,Finland,2022,110.5858
CPI: 12 - Miscellaneous goods and services,Sweden,2015,100.0
CPI: 12 - Miscellaneous goods and services,Sweden,2016,102.5452
CPI: 12 - Miscellaneous goods and services,Sweden,2017,105.6559
CPI: 12 - Miscellaneous goods and services,Sweden,2018,107.7493
CPI: 12 - Miscellaneous goods and services,Sweden,2019,110.5819
CPI: 12 - Miscellaneous goods and services,Sweden,2020,113.2886
CPI: 12 - Miscellaneous goods and services,Sweden,2021,115.564
CPI: 12 - Miscellaneous goods and services,Sweden,2022,120.48
CPI: 10 - Education,Czech Republic,2015,99.99167
CPI: 10 - Education,Czech Republic,2016,101.325
CPI: 10 - Education,Czech Republic,2017,103.2583
CPI: 10 - Education,Czech Republic,2018,105.0583
CPI: 10 - Education,Czech Republic,2019,107.9167
CPI: 10 - Education,Czech Republic,2020,111.9167
CPI: 10 - Education,Czech Republic,2021,114.5167
CPI: 10 - Education,Czech Republic,2022,118.85
CPI: 10 - Education,Mexico,2015,100.0
CPI: 10 - Education,Mexico,2016,104.1919
CPI: 10 - Education,Mexico,2017,108.8975
CPI: 10 - Education,Mexico,2018,114.1034
CPI: 10 - Education,Mexico,2019,119.5687
CPI: 10 - Education,Mexico,2020,123.862
CPI: 10 - Education,Mexico,2021,125.7833
CPI: 10 - Education,Mexico,2022,130.3899
CPI: 11 - Restaurants and hotels,Costa Rica,2015,100.0
CPI: 11 - Restaurants and hotels,Costa Rica,2016,101.8338
CPI: 11 - Restaurants and hotels,Costa Rica,2017,103.4996
CPI: 11 - Restaurants and hotels,Costa Rica,2018,104.8494
CPI: 11 - Restaurants and hotels,Costa Rica,2019,106.7738
CPI: 11 - Restaurants and hotels,Costa Rica,2020,107.4194
CPI: 11 - Restaurants and hotels,Costa Rica,2021,108.7633
CPI: 10 - Education,Israel,2015,100.0
CPI: 10 - Education,Israel,2016,101.8728
CPI: 10 - Education,Israel,2017,103.1526
CPI: 10 - Education,Israel,2018,104.4231
CPI: 10 - Education,Israel,2019,106.2018
CPI: 10 - Education,Israel,2020,107.8298
CPI: 10 - Education,Israel,2021,109.1756
CPI: 10 - Education,Israel,2022,112.9305
CPI: 12 - Miscellaneous goods and services,Finland,2015,99.99583
CPI: 12 - Miscellaneous goods and services,Finland,2016,99.7425
CPI: 12 - Miscellaneous goods and services,Finland,2017,99.98833
CPI: 12 - Miscellaneous goods and services,Finland,2018,99.3775
CPI: 12 - Miscellaneous goods and services,Finland,2019,100.1158
CPI: 12 - Miscellaneous goods and services,Finland,2020,101.1875
CPI: 12 - Miscellaneous goods and services,Finland,2021,101.0625
CPI: 12 - Miscellaneous goods and services,Finland,2022,103.81
CPI: 12 - Miscellaneous goods and services,Estonia,2015,100.0
CPI: 12 - Miscellaneous goods and services,Estonia,2016,102.1134
CPI: 12 - Miscellaneous goods and services,Estonia,2017,105.2148
CPI: 12 - Miscellaneous goods and services,Estonia,2018,108.9573
CPI: 12 - Miscellaneous goods and services,Estonia,2019,111.8887
CPI: 12 - Miscellaneous goods and services,Estonia,2020,113.0474
CPI: 12 - Miscellaneous goods and services,Estonia,2021,116.0213
CPI: 12 - Miscellaneous goods and services,Estonia,2022,128.0038
CPI: 11 - Restaurants and hotels,United States,2015,100.0
CPI: 11 - Restaurants and hotels,United States,2016,102.6302
CPI: 11 - Restaurants and hotels,United States,2017,104.7896
CPI: 11 - Restaurants and hotels,United States,2018,107.3189
CPI: 11 - Restaurants and hotels,United States,2019,110.496
CPI: 11 - Restaurants and hotels,United States,2020,112.159
CPI: 11 - Restaurants and hotels,United States,2021,117.816
CPI: 11 - Restaurants and hotels,United States,2022,127.4956
CPI: 11 - Restaurants and hotels,Slovenia,2015,100.0
CPI: 11 - Restaurants and hotels,Slovenia,2016,102.0108
CPI: 11 - Restaurants and hotels,Slovenia,2017,103.5167
CPI: 11 - Restaurants and hotels,Slovenia,2018,106.1992
CPI: 11 - Restaurants and hotels,Slovenia,2019,109.4033
CPI: 11 - Restaurants and hotels,Slovenia,2020,110.7683
CPI: 11 - Restaurants and hotels,Slovenia,2021,114.0467
CPI: 11 - Restaurants and hotels,Slovenia,2022,124.1742
CPI: 11 - Restaurants and hotels,Slovak Republic,2015,100.0
CPI: 11 - Restaurants and hotels,Slovak Republic,2016,102.2273
CPI: 11 - Restaurants and hotels,Slovak Republic,2017,104.492
CPI: 11 - Restaurants and hotels,Slovak Republic,2018,108.0734
CPI: 11 - Restaurants and hotels,Slovak Republic,2019,111.3186
CPI: 11 - Restaurants and hotels,Slovak Republic,2020,114.2417
CPI: 11 - Restaurants and hotels,Slovak Republic,2021,121.4606
CPI: 11 - Restaurants and hotels,Slovak Republic,2022,141.0534
CPI: 10 - Education,Chile,2015,100.0
CPI: 10 - Education,Chile,2016,104.9428
CPI: 10 - Education,Chile,2017,109.6145
CPI: 10 - Education,Chile,2018,114.0567
CPI: 10 - Education,Chile,2019,119.1597
CPI: 10 - Education,Chile,2020,123.6493
CPI: 10 - Education,Chile,2021,127.1225
CPI: 10 - Education,Chile,2022,135.1127
CPI: 11 - Restaurants and hotels,Denmark,2015,99.99167
CPI: 11 - Restaurants and hotels,Denmark,2016,102.65
CPI: 11 - Restaurants and hotels,Denmark,2017,104.6833
CPI: 11 - Restaurants and hotels,Denmark,2018,107.0417
CPI: 11 - Restaurants and hotels,Denmark,2019,107.775
CPI: 11 - Restaurants and hotels,Denmark,2020,108.1833
CPI: 11 - Restaurants and hotels,Denmark,2021,110.5
CPI: 11 - Restaurants and hotels,Denmark,2022,119.275
CPI: 11 - Restaurants and hotels,Spain,2015,100.0
CPI: 11 - Restaurants and hotels,Spain,2016,101.1121
CPI: 11 - Restaurants and hotels,Spain,2017,102.9923
CPI: 11 - Restaurants and hotels,Spain,2018,104.9716
CPI: 11 - Restaurants and hotels,Spain,2019,107.0671
CPI: 11 - Restaurants and hotels,Spain,2020,108.2345
CPI: 11 - Restaurants and hotels,Spain,2021,109.1789
CPI: 11 - Restaurants and hotels,Spain,2022,116.1681
CPI: 11 - Restaurants and hotels,Korea,2015,100.0
CPI: 11 - Restaurants and hotels,Korea,2016,102.5096
CPI: 11 - Restaurants and hotels,Korea,2017,104.9656
CPI: 11 - Restaurants and hotels,Korea,2018,108.1338
CPI: 11 - Restaurants and hotels,Korea,2019,110.1005
CPI: 11 - Restaurants and hotels,Korea,2020,111.1448
CPI: 11 - Restaurants and hotels,Korea,2021,114.1771
CPI: 11 - Restaurants and hotels,Korea,2022,122.851
CPI: 12 - Miscellaneous goods and services,Chile,2015,100.0
CPI: 12 - Miscellaneous goods and services,Chile,2016,109.195
CPI: 12 - Miscellaneous goods and services,Chile,2017,112.1102
CPI: 12 - Miscellaneous goods and services,Chile,2018,115.2993
CPI: 12 - Miscellaneous goods and services,Chile,2019,118.7905
CPI: 12 - Miscellaneous goods and services,Chile,2020,120.7359
CPI: 12 - Miscellaneous goods and services,Chile,2021,128.496
CPI: 12 - Miscellaneous goods and services,Chile,2022,141.9127
CPI: 12 - Miscellaneous goods and services,Iceland,2015,100.0
CPI: 12 - Miscellaneous goods and services,Iceland,2016,103.1622
CPI: 12 - Miscellaneous goods and services,Iceland,2017,104.5465
CPI: 12 - Miscellaneous goods and services,Iceland,2018,106.3977
CPI: 12 - Miscellaneous goods and services,Iceland,2019,109.8469
CPI: 12 - Miscellaneous goods and services,Iceland,2020,114.1373
CPI: 12 - Miscellaneous goods and services,Iceland,2021,119.0522
CPI: 12 - Miscellaneous goods and services,Iceland,2022,125.9283
CPI: 10 - Education,Ireland,2015,100.0
CPI: 10 - Education,Ireland,2016,103.2868
CPI: 10 - Education,Ireland,2017,105.0567
CPI: 10 - Education,Ireland,2018,106.7306
CPI: 10 - Education,Ireland,2019,109.2066
CPI: 10 - Education,Ireland,2020,112.5109
CPI: 10 - Education,Ireland,2021,112.6853
CPI: 10 - Education,Ireland,2022,110.1395
CPI: 12 - Miscellaneous goods and services,Norway,2015,99.99167
CPI: 12 - Miscellaneous goods and services,Norway,2016,101.9417
CPI: 12 - Miscellaneous goods and services,Norway,2017,104.0833
CPI: 12 - Miscellaneous goods and services,Norway,2018,105.7083
CPI: 12 - Miscellaneous goods and services,Norway,2019,107.2417
CPI: 12 - Miscellaneous goods and services,Norway,2020,111.1
CPI: 12 - Miscellaneous goods and services,Norway,2021,114.025
CPI: 12 - Miscellaneous goods and services,Norway,2022,116.7667
CPI: 10 - Education,Portugal,2015,100.0
CPI: 10 - Education,Portugal,2016,100.8889
CPI: 10 - Education,Portugal,2017,101.8439
CPI: 10 - Education,Portugal,2018,103.0848
CPI: 10 - Education,Portugal,2019,104.0418
CPI: 10 - Education,Portugal,2020,103.1486
CPI: 10 - Education,Portugal,2021,102.2773
CPI: 10 - Education,Portugal,2022,103.9336
CPI: 12 - Miscellaneous goods and services,Austria,2015,100.0
CPI: 12 - Miscellaneous goods and services,Austria,2016,101.559
CPI: 12 - Miscellaneous goods and services,Austria,2017,103.0679
CPI: 12 - Miscellaneous goods and services,Austria,2018,105.2188
CPI: 12 - Miscellaneous goods and services,Austria,2019,107.0446
CPI: 12 - Miscellaneous goods and services,Austria,2020,109.3104
CPI: 12 - Miscellaneous goods and services,Austria,2021,110.777
CPI: 12 - Miscellaneous goods and services,Austria,2022,113.9652
CPI: 11 - Restaurants and hotels,Netherlands,2015,100.0
CPI: 11 - Restaurants and hotels,Netherlands,2016,101.7233
CPI: 11 - Restaurants and hotels,Netherlands,2017,105.3317
CPI: 11 - Restaurants and hotels,Netherlands,2018,108.0783
CPI: 11 - Restaurants and hotels,Netherlands,2019,112.7283
CPI: 11 - Restaurants and hotels,Netherlands,2021,119.5617
CPI: 11 - Restaurants and hotels,Netherlands,2022,129.8342
CPI: 10 - Education,Lithuania,2015,99.99998
CPI: 10 - Education,Lithuania,2016,103.6243
CPI: 10 - Education,Lithuania,2017,106.1398
CPI: 10 - Education,Lithuania,2018,109.3272
CPI: 10 - Education,Lithuania,2019,113.2604
CPI: 10 - Education,Lithuania,2020,121.87
CPI: 10 - Education,Lithuania,2021,128.965
CPI: 10 - Education,Lithuania,2022,138.6819
CPI: 01 - Food and non-Alcoholic beverages,Brazil,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Brazil,2016,112.4864
CPI: 01 - Food and non-Alcoholic beverages,Brazil,2017,113.4827
CPI: 01 - Food and non-Alcoholic beverages,Brazil,2018,114.4703
CPI: 01 - Food and non-Alcoholic beverages,China,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,China,2016,103.6775
CPI: 01 - Food and non-Alcoholic beverages,China,2017,103.4612
CPI: 01 - Food and non-Alcoholic beverages,China,2018,105.4721
CPI: 01 - Food and non-Alcoholic beverages,China,2019,113.158
CPI: 01 - Food and non-Alcoholic beverages,China,2020,122.3378
CPI: 01 - Food and non-Alcoholic beverages,China,2021,117.0512
CPI: 01 - Food and non-Alcoholic beverages,China,2022,120.1576
CPI: 03 - Clothing and footwear,Australia,2015,100.0
CPI: 03 - Clothing and footwear,Australia,2016,99.43778
CPI: 03 - Clothing and footwear,Australia,2017,96.20055
CPI: 03 - Clothing and footwear,Australia,2018,93.28321
CPI: 03 - Clothing and footwear,Australia,2019,93.94266
CPI: 03 - Clothing and footwear,Australia,2020,96.41463
CPI: 03 - Clothing and footwear,Australia,2021,101.0393
CPI: 03 - Clothing and footwear,Australia,2022,113.4973
CPI: 01 - Food and non-Alcoholic beverages,Saudi Arabia,2015,100.0
CPI: 01 - Food and non-Alcoholic beverages,Saudi Arabia,2016,98.69052
CPI: 01 - Food and non-Alcoholic beverages,Saudi Arabia,2017,97.87426
CPI: 01 - Food and non-Alcoholic beverages,Saudi Arabia,2018,104.2037
CPI: 01 - Food and non-Alcoholic beverages,Saudi Arabia,2019,106.3711
CPI: 01 - Food and non-Alcoholic beverages,Saudi Arabia,2020,115.9578
CPI: 01 - Food and non-Alcoholic beverages,Saudi Arabia,2021,122.2074
CPI: 01 - Food and non-Alcoholic beverages,Saudi Arabia,2022,126.7541
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Saudi Arabia,2015,100.0
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Saudi Arabia,2016,114.1998
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Saudi Arabia,2017,144.7223
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Saudi Arabia,2018,180.7937
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Saudi Arabia,2019,182.5263
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Saudi Arabia,2020,195.4515
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Saudi Arabia,2021,207.747
"CPI: 02 - Alcoholic beverages, tobacco and narcotics",Saudi Arabia,2022,207.6129
CPI: 03 - Clothing and footwear,Saudi Arabia,2015,100.0
CPI: 03 - Clothing and footwear,Saudi Arabia,2016,100.98
CPI: 03 - Clothing and footwear,Saudi Arabia,2017,97.95723
CPI: 03 - Clothing and footwear,Saudi Arabia,2018,91.09335
CPI: 03 - Clothing and footwear,Saudi Arabia,2019,89.81425
CPI: 03 - Clothing and footwear,Saudi Arabia,2020,92.43849
CPI: 03 - Clothing and footwear,Saudi Arabia,2021,94.47063
CPI: 03 - Clothing and footwear,Saudi Arabia,2022,93.2849
"CPI: 04 - Housing, water, electricity, gas and other fuels",Saudi Arabia,2015,100.0
"CPI: 04 - Housing, water, electricity, gas and other fuels",Saudi Arabia,2016,104.8488
